,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
1976,2022-07-15 07:09:31+00:00,Twitter for iPhone,Canada: Man acquitted in 1985 Air India bombing shot dead https://t.co/xeXsrkSheO,Canada: Man acquitted in 1985 Air India bombing shot dead,-0.2,0.4,Negative,fr,0,0,mub91519261,9,149,False,RDF,,"tokwauluaena2, FARDC_off",Brussels,
1977,2022-07-15 07:06:10+00:00,Twitter for iPhone,Ukraine: Germany's Baerbock rejects lifting Russia sanctions — live updates https://t.co/MKx6inZGq1,Ukraine: Germany's Baerbock rejects lifting Russia sanctions — live updates,0.13636363636363635,0.5,Positive,fr,1,0,kayjoe66,14,46,False,RDF,,RepDeFiFidonia,Brussels,
1979,2022-07-15 07:03:16+00:00,IFTTT,Ivana Trump: Ex-US president announces death of first wife https://t.co/JWuYsv7xry,Ivana Trump: Ex-US president announces death of first wife ,0.25,0.3333333333333333,Positive,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RwandaMoD,Everywhere and nowhere baby,
1980,2022-07-15 07:03:15+00:00,IFTTT,Thailand: Elephant mom and baby saved in dramatic rescue https://t.co/wI4KFf2oqs,Thailand: Elephant mom and baby saved in dramatic rescue ,-0.4333333333333333,0.6,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RwandaMoD,"Dublin, ireland",
1981,2022-07-15 07:03:14+00:00,IFTTT,Biden in Saudi Arabia: Rekindling a difficult friendship https://t.co/2LpTjP9l9O,Biden in Saudi Arabia: Rekindling a difficult friendship ,-0.5,1.0,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RwandaMoD,Mexico,
1982,2022-07-15 07:03:14+00:00,IFTTT,"In Germany, young Israelis and Bahrainis take steps toward each other https://t.co/k5vw6d9e1r","In Germany, young Israelis and Bahrainis take steps toward each other ",-0.012499999999999995,0.3875,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RepDeFiFidonia,Sentada en la cocina,
1983,2022-07-15 07:03:13+00:00,IFTTT,Dutch farmers feel they face an impossible pollution ultimatum: Sort it or sell up https://t.co/T9n0KvVXAu,Dutch farmers feel they face an impossible pollution ultimatum: Sort it or sell up ,-0.6666666666666666,1.0,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,EUwatchers,Хай живе україна,
1984,2022-07-15 07:03:12+00:00,IFTTT,How can Europe adapt to extreme heat? https://t.co/fzxCrgYwVN,How can Europe adapt to extreme heat? ,-0.125,1.0,Negative,en,0,0,Noticieros_MEX,4915,393,False,Biden,,RepDeFiFidonia,Rwanda,
1985,2022-07-15 07:03:12+00:00,IFTTT,ICC chief calls for 'overarching strategy' to probe war crimes in Ukraine https://t.co/WWqg23CZ6D,ICC chief calls for 'overarching strategy' to probe war crimes in Ukraine ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Rio de janeiro — rj ,
1986,2022-07-15 07:03:11+00:00,IFTTT,"🔴 ABD’de Türkiye’ye F-16 satışını kısıtlama adımı: ABD Başkanı Biden’ın, Türkiye’ye F-16 savaş uçağı satma planlarının önüne engel çıktı. ABD Temsilciler Meclisi, Türkiye’ye F-16 satışını kısıtlayan bir yasa değişikliği önergesini kabul etti. https://t.co/paXAoDlvYx","🔴 ABD’de Türkiye’ye F-16 satışını kısıtlama adımı: ABD Başkanı Biden’ın, Türkiye’ye F-16 savaş uçağı satma planlarının önüne engel çıktı. ABD Temsilciler Meclisi, Türkiye’ye F-16 satışını kısıtlayan bir yasa değişikliği önergesini kabul etti. ",0.0,0.0,Neutral,en,1,0,Noticieros_MEX,4915,393,False,Biden,,RepDeFiFidonia,"Birmingham, england",
1988,2022-07-15 07:03:09+00:00,IFTTT,I rest my case. https://t.co/ujD84Ey6R2,I rest my case. ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RwandaMoD,São paulo,
1991,2022-07-15 07:03:07+00:00,IFTTT,"2) The Commander In Chief of RDF/M23, criminal Paul Kagame appointed treacherous assassin Gen James Kabarebe as overall coordinator of M23 rebel movement, and M23 is an operation name for Rwanda Defence Force (RDF) in DR Congo.","2) The Commander In Chief of RDF/M23, criminal Paul Kagame appointed treacherous assassin Gen James Kabarebe as overall coordinator of M23 rebel movement, and M23 is an operation name for Rwanda Defence Force (RDF) in DR Congo.",-0.2,0.275,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,EUwatchers,El defectuoso,
1997,2022-07-15 06:57:25+00:00,Twitter for Android,"Climate change: Tourist destinations under threat
#123INFO
https://t.co/8D5ObdivZP","Climate change: Tourist destinations under threat

",0.0,0.0,Neutral,en,0,7,mondjombo,927,2810,False,RDF,,RwandaMoD,Mexico,
2011,2022-07-15 06:11:09+00:00,Twitter Web App,"@StanysBujakera Depuis que Bunagana a été prise par nos Frères et Sœurs du M23, nous, la population, nous connaissons la sécurité, la paix, le calme… que nous n'avons jamais eu depuis 1980 !  je souhaite que le M23 continue d'avancer pour en sécuriser autant qu'il le peut","Depuis que Bunagana a été prise par nos Frères et Sœurs du M23, nous, la population, nous connaissons la sécurité, la paix, le calme… que nous n'avons jamais eu depuis 1980 !  je souhaite que le M23 continue d'avancer pour en sécuriser autant qu'il le peut",0.0,0.0,Neutral,en,1,1,anajinn,1304,4983,False,RDF,,"PatriotNkotanyi, THEFUTURETV2, SesongaJr, UmwamikaziRw, KARANGWASewase, jaysqueezer12, IngabireIm, KalindaMwene, NkotanyiYvette",République démocratique du con,
2018,2022-07-15 05:48:07+00:00,Twitter Web App,"Vou te dar um palpite, hoje tem rdf tá?!","Vou te dar um palpite, hoje tem rdf tá?!",0.0,0.0,Neutral,en,0,3,FHNWbusiness,2298,731,False,Biden,,"THEFUTURETV2, SesongaJr",Rwanda,
2030,2022-07-15 05:11:32+00:00,Twitter for iPhone,"To support more effective biomedical information management, #Semantic MEDLINE integrates document retrieval, advanced #NLProc, automatic summarization, and visualization into a single portal (2011):
https://t.co/tBIlH2ijWx
#BigData #DataScience #Ontology #AI
———
Now see this…⬇️ https://t.co/t16rQIbfHs","To support more effective biomedical information management,  MEDLINE integrates document retrieval, advanced , automatic summarization, and visualization into a single portal (2011):

   
———
Now see this…⬇️ ",0.35714285714285715,0.5285714285714286,Positive,en,0,8,TRBandara,252,364,False,RDF,,RepDeFiFidonia,Mexico,
2050,2022-07-15 04:27:33+00:00,Microsoft Power Platform,"Canada: Man acquitted in 1985 Air India bombing shot dead
#123INFO
https://t.co/DDRvjUuBfM","Canada: Man acquitted in 1985 Air India bombing shot dead

",-0.2,0.4,Negative,en,0,0,123_INFO_DE,118,12,False,RDF,,RepDeFiFidonia,Internet research agency,
2055,2022-07-15 04:02:57+00:00,Twitter for iPhone,"보성오피  ㅈㄱ출장안ㅁㅏ  출장여대생  출장마사ㅈㅣ
Z9RDF0","보성오피  ㅈㄱ출장안ㅁㅏ  출장여대생  출장마사ㅈㅣ
Z9RDF0",0.0,0.0,Neutral,en,0,10,Elijoe73107415,273,375,False,RDF,,"RDFRepAssoc, dfreserve","Brasilia, brésil",
2093,2022-07-15 01:45:45+00:00,Twitter for iPhone,Wer hätte nur damit gerechnet? /ironieoff https://t.co/x16GdjY9UF,Who would have expected that? /ironyoff,0.0,0.0,Negative,fr,0,0,kayjoe66,14,46,False,RDF,,"RepDeFiFidonia, EugenioDerbez",San miguel de allende gto,
2102,2022-07-15 01:21:22+00:00,EUwatch,@PGashogi @kayjoe66 @FTwagiramungu Merciiiiii le message est claire. C'est qui est marrant ils savent bien ce qu'ils courent. Bande des CHIWAWA qui vont tellement de bruit. essayé seulement puis on en parlera après. Le m23 vous agenouille déjà. Et vous voulez vous attaquer aux gros calibre? Quelle imbecilité?,  Merciiiiii le message est claire. C'est qui est marrant ils savent bien ce qu'ils courent. Bande des CHIWAWA qui vont tellement de bruit. essayé seulement puis on en parlera après. Le m23 vous agenouille déjà. Et vous voulez vous attaquer aux gros calibre? Quelle imbecilité?,0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,RGakwerere,"London, england",
2143,2022-07-15 00:23:58+00:00,SendMeThisVideo,@VerzeroKodi_C @Seventeen_qbctf @elzurdo_ode @kendoff99 @yosy_sgold @ElKFreestyleMTZ @JaviBoss10 @FabianaExpress @jahmancubanboy @ORION86892117 @NoTengoAka @rdf_art @zalga2 @IanCarlos_ianK @wvelazquez01 @jahmancubanboy @killermcrpm,               ,0.0,0.0,Neutral,en,0,0,SendMeThisVideo,3498,675,False,RDF,,RwandaMoD,"Santiago, chile",
2159,2022-07-14 23:11:36+00:00,Post Job Free,"@politicocd @MaleleChristian Ah papa, les Nyamulenge attaquent avec leur frères rdf à  Bunagana  y a plus urgent...

#RwandaIsKiling"," Ah papa, les Nyamulenge attaquent avec leur frères rdf à  Bunagana  y a plus urgent...

",0.0,0.0,Neutral,en,0,0,postjobfree,4805,1,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Df y huehuetoca,
2161,2022-07-14 23:04:06+00:00,Twitter Web App,"Bearing in mind that a decade ago, @IRLDeptDefence put on the record that the RDF are not interchangeable with the PDF.

That's okay.

It means the DoD will just have to put in place the critical enablers that guarantee the quality and availability of Reservists. https://t.co/gJms7Squ9i","Bearing in mind that a decade ago,  put on the record that the RDF are not interchangeable with the PDF.

That's okay.

It means the DoD will just have to put in place the critical enablers that guarantee the quality and availability of Reservists. ",0.25,0.65,Positive,fr,0,4,bob_vanderhoeve,18731,1647,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Kildare, ireland",
2162,2022-07-14 23:01:52+00:00,Twitter for Android,"Especially considering the HLAP wants the RDF to ""support the PDF in all its roles"". https://t.co/KITt29SwK0","Especially considering the HLAP wants the RDF to ""support the PDF in all its roles"". ",0.1,0.55,Positive,en,0,0,Kitoko92,1,7,False,RDF,,"RDFRepAssoc, dfreserve","Cork, ireland",
2163,2022-07-14 23:01:29+00:00,Twitter for Android,"First off, let's look at the strategic objective from the High Level Action Plan (HLAP). @IRLDeptDefence intend to initiate Reserve Force Regeneration within the next 6 months.

That's a big task. https://t.co/hde4OuI4gW","First off, let's look at the strategic objective from the High Level Action Plan (HLAP).  intend to initiate Reserve Force Regeneration within the next 6 months.

That's a big task. ",0.085,0.1955555555555556,Positive,en,0,0,nsfw_queen_1,0,5,False,RDF,,gatarimorris,"Curragh camp, co. kildare",
2164,2022-07-14 23:00:12+00:00,Twitter for Android,Possible 6ème vague de COVID-19 en #RDC : « nous devons être prudents » (Dr. Muyembe) | Par @MaleleChristian https://t.co/pBA4AWO2Ap,Possible 6ème vague de COVID-19 en  : « nous devons être prudents » (Dr. Muyembe) | Par  ,-0.25,0.75,Negative,en,0,0,AlanSWakefield,73,125,False,RDF,,"RDFRepAssoc, dfreserve",Dmv,
2165,2022-07-14 22:56:44+00:00,east_drc_bot,10. Tu as des mots ou des expressions que tu lâches h24 ? Dis nous ?,10. Do you have words or expressions that you let go of H24? Tell us ?,0.0,0.0,Neutral,fr,0,1,East_DRC_News,1262,3,False,RDF,,"RDFRepAssoc, dfreserve","Gran canaria, spain",
2170,2022-07-14 22:53:21+00:00,Twitter for Android,Le président Félix Tshisekedi a envoyé une délégation en Ouganda pour implorer l'aide de Museveni. La délégation envoyée par Félix Tshisekedi estime qu'il est difficile de trouver une solution sans l'aide de Museveni. https://t.co/yVc5UVKC1J,President Félix Tshisekedi sent a delegation to Uganda to implore the help of Museveni. The delegation sent by Félix Tshisekedi believes that it is difficult to find a solution without the help of Museveni.,0.0,0.0,Negative,fr,0,1,AubinKatina,138,104,False,RDF,,RwandaMoD,Mexico,
2171,2022-07-14 22:48:02+00:00,Twitter for iPhone,"🏆 RACE RESULT! 🏆

'Short or Long RDF's Foal' out of Solanaut Stables has just won the 🪙 25,000 Shin Fuji Great Stakes, covering 11 furlongs on the Dirt in 2:19.063!

🏇 View the entire race replay: https://t.co/umb37Mpe95","🏆 RACE RESULT! 🏆

'Short or Long RDF's Foal' out of Solanaut Stables has just won the 🪙 25,000 Shin Fuji Great Stakes, covering 11 furlongs on the Dirt in 2:19.063!

🏇 View the entire race replay: ",0.2375,0.51875,Positive,fr,0,0,_2Nafi,344,294,False,Biden,,Michael_Itongi,Brussels,
2178,2022-07-14 22:21:01+00:00,Zapier.com,"La rencontre des Présidents, @fatshi13 de la
RDC et #Kagame du Rwanda,devrait aboutir à une résolution incontournable sur le retrait immédiat des combattants de la #RDF,c-à-d #M23. Mais, pour faire  1 compromis avec #Kagame, il faut être prudent pour ne pas tomber dans son piège.","La rencontre des Présidents,  de la
RDC et  du Rwanda,devrait aboutir à une résolution incontournable sur le retrait immédiat des combattants de la ,c-à-d . Mais, pour faire  1 compromis avec , il faut être prudent pour ne pas tomber dans son piège.",0.0,0.0,Neutral,en,0,0,PhotoFinishBot,131,4,False,RDF,,"tokwauluaena2, FARDC_off","Zapopan, jalisco",
2203,2022-07-14 21:27:21+00:00,Microsoft Power Platform,"Unesco-Studie: Telegram ist Hort von Holocaust-Leugnern | heise online
https://t.co/mdqyg9513t","Unesco-Studie: Telegram ist Hort von Holocaust-Leugnern | heise online
",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,RGakwerere,日本,
2205,2022-07-14 21:22:31+00:00,Twitter for Android,"#-liked The Burst Fire Tank https://t.co/iuXyPS1hM0 @-Spookston: actually supposed to go into service … After the success of the HSTV-L, AAI … led to the RDF/LT, the Rapid Deployment Force Light Tank","#-liked The Burst Fire Tank  @-Spookston: actually supposed to go into service … After the success of the HSTV-L, AAI … led to the RDF/LT, the Rapid Deployment Force Light Tank",0.325,0.4,Positive,fr,1,0,didytheking,66,115,False,RDF,,GasanaEmmy2,Хай живе україна,
2207,2022-07-14 21:21:57+00:00,EUwatch,"@kayjoe66 @didytheking @FTwagiramungu L’état inexistant du Congo continue de changer les commandants qui meurent sur terrain,d’autres par leurs inefficacités voilà une armée qui sera en mesure de faire face aux RDF.","  L’état inexistant du Congo continue de changer les commandants qui meurent sur terrain,d’autres par leurs inefficacités voilà une armée qui sera en mesure de faire face aux RDF.",0.0,0.0,Neutral,en,2,0,EUwatchers,25730,7621,False,RDF,,RepDeFiFidonia,"Cdmx y cuernavaca, morelos",
2209,2022-07-14 21:08:36+00:00,Twitter for Android,@AndyBemba @LwarhibaM Même dans la récente feuille de route en Angola parle de la feuille de route d'octobre 2019. Il ne faut pas défendre pour défendre.  Il faut d'abord chercher à savoir ce qui s'est passé. https://t.co/aqCUW9O2xR,Even in the recent roadmap in Angola talks about the October 2019 roadmap. You must not defend to defend. You must first try to know what happened.,0.0,0.0,Positive,fr,0,2,makavelirdc,50,343,False,RDF,,RepDeFiFidonia,Recife,
2212,2022-07-14 21:01:09+00:00,Twitter Web App,"@SudRadio @luc_gras le terme technique 
c'est ""#MinoritéGouvernementale"".

Et non #pas la ""#MajoritéRelative""
de la Novlangue 🤯
que repete depuis 1 mois 😫
les journos du Regime de la #RDF 🇫🇷 https://t.co/cv30aF1LBR"," le terme technique 
c'est ""éGouvernementale"".

Et non  la ""éRelative""
de la Novlangue 🤯
que repete depuis 1 mois 😫
les journos du Regime de la  🇫🇷 ",0.0,0.0,Neutral,en,0,0,Koverptw,558,1752,False,RDF,,"SimAFCA, Underworld_Fc",Mexico,
2223,2022-07-14 20:19:06+00:00,Twitter Web App,"El Show de #ElPayasoLastimita🤡

Regresamos a las funciones diarias del circo mañanero.

El orgulloso Empeorador de México vuelve a presumir los logros obtenidos de la visita a los yunaited' y nosotros decidimos ponerlos todos en esta cajita. 👇🏻

#RDF🐅 https://t.co/qHfSQw62G7","El Show de 🤡

Regresamos a las funciones diarias del circo mañanero.

El orgulloso Empeorador de México vuelve a presumir los logros obtenidos de la visita a los yunaited' y nosotros decidimos ponerlos todos en esta cajita. 👇🏻

🐅 ",0.0,0.0,Neutral,en,0,18,DonRobe22418909,107,233,False,RDF,,TwizerimanaVen5,"Berlin, jerusalem, bern",
2231,2022-07-14 19:57:31+00:00,Twitter for iPad,"Did #scotus take over @w3c ? What’s with the non-webby, man? Who is this coralie vandal?
https://t.co/9ZzdzLuv6E","Did  take over  ? What’s with the non-webby, man? Who is this coralie vandal?
",0.0,0.0,Neutral,en,0,18,RB_Phan,1240,3357,False,RDF,,RepDeFiFidonia,"Germany, france, uk",
2238,2022-07-14 19:42:46+00:00,Twitter for iPhone,"Ciencia en #DW 🇩🇪 ""Científicos identifican un gen que podría ser crucial para tratar la pérdida de la visión"" via @dw_espanol https://t.co/Z4dWUdctpB","Ciencia en  🇩🇪 ""Científicos identifican un gen que podría ser crucial para tratar la pérdida de la visión"" via  ",0.0,1.0,Neutral,en,0,0,timrdf,494,450,False,RDF,,RwandaMoD,"Warszawa, polska",
